(10,17,69, 1,9),
(10,17,70, 1,10),
(10,17,71, 1,11),
(10,17,72, 1,12),
(10,17,73, 1,13),
(10,17,74, 1,14),
(10,17,75, 1,15),

(16,42,91, 1,1),
(16,42,92, 1,2),
(16,42,93, 1,3),
(16,42,94, 1,4),
(16,42,95, 1,5),
(16,42,96, 1,6),
(16,42,97, 1,7),
(16,42,98, 1,8),
(16,42,99, 1,9),
(16,42,100, 1,10),
(16,42,101, 1,11),
(16,42,102, 0,12),
(16,42,103, 0,13),
(16,42,104, 0,14),
(16,42,105, 0,15),


(33,17,211,1,1),
(33,17,212,1,2),
(33,17,213,1,3),
(33,17,214,1,4),
(33,17,215,1,5),
(33,17,216,1,6),
(33,17,217,1,7),
(33,17,218,1,8),
(33,17,219,1,9),
(33,17,220,1,10),
(33,17,221,1,11),
(33,17,222,0,12),
(33,17,223,0,13),
(33,17,224,0,14),
(33,17,225,0,15),



--SEGUNDA ÉPOCA

(1,9,1, 1,1),
(1,9,2, 1,2),
(1,9,3, 1,3),
(1,9,4, 1,4),
(1,9,5, 1,5),
(1,9,6, 1,6),
(1,9,7, 1,7),
(1,9,8, 1,8),
(1,9,9, 1,9),
(1,9,10,1,10),
(1,9,11,1,11),
(1,9,12,0,12),
(1,9,13,0,13),
(1,9,14,0,14),
(1,9,15,0,15),

(10,9,61, 1,1),
(10,9,62, 1,2),
(10,9,63, 1,3),
(10,9,64, 1,4),
(10,9,65, 1,5),
(10,9,66, 1,6),
(10,9,67, 1,7),
(10,9,68, 1,8),
(10,9,69, 1,9),
(10,9,70, 1,10),
(10,9,71, 1,11),
(10,9,72, 0,12),
(10,9,73, 0,13),
(10,9,74, 0,14),
(10,9,75, 0,15),

(16,35,91, 1,1),
(16,35,92, 1,2),
(16,35,93, 1,3),
(16,35,94, 1,4),
(16,35,95, 1,5),
(16,35,96, 1,6),
(16,35,97, 1,7),
(16,35,98, 1,8),
(16,35,99, 1,9),
(16,35,100, 1,10),
(16,35,101, 1,11),
(16,35,102, 0,12),
(16,35,103, 0,13),
(16,35,104, 0,14),
(16,35,105, 0,15),


(33,35,211,1,1),
(33,35,212,1,2),
(33,35,213,1,3),
(33,35,214,1,4),
(33,35,215,1,5),
(33,35,216,1,6),
(33,35,217,1,7),
(33,35,218,1,8),
(33,35,219,1,9),
(33,35,220,1,10),
(33,35,221,1,11),
(33,35,222,0,12),
(33,35,223,0,13),
(33,35,224,0,14),
(33,35,225,0,15),


--segunda jornada

(1,33,1, 1,1),
(1,33,2, 1,2),
(1,33,3, 1,3),
(1,33,4, 1,4),
(1,33,5, 0,5),
(1,33,6, 0,6),
(1,33,7, 0,7),
(1,33,8, 1,8),
(1,33,9, 1,9),
(1,33,10,1,10),
(1,33,11,1,11),
(1,33,12,0,12),
(1,33,13,1,13),
(1,33,14,1,14),
(1,33,15,1,15),

(10,13,61, 1,1),
(10,13,62, 1,2),
(10,13,63, 1,3),
(10,13,64, 1,4),
(10,13,65, 0,5),
(10,13,66, 0,6),
(10,13,67, 0,7),
(10,13,68, 0,8),
(10,13,69, 1,9),
(10,13,70, 1,10),
(10,13,71, 1,11),
(10,13,72, 1,12),
(10,13,73, 1,13),
(10,13,74, 1,14),
(10,13,75, 1,15),

(16,13,91, 1,1),
(16,13,92, 1,2),
(16,13,93, 1,3),
(16,13,94, 1,4),
(16,13,95, 1,5),
(16,13,96, 1,6),
(16,13,97, 1,7),
(16,13,98, 1,8),
(16,13,99, 1,9),
(16,13,100, 1,10),
(16,13,101, 1,11),
(16,13,102, 0,12),
(16,13,103, 0,13),
(16,13,104, 0,14),
(16,13,105, 0,15),


(33,33,211,1,1),
(33,33,212,1,2),
(33,33,213,1,3),
(33,33,214,1,4),
(33,33,215,1,5),
(33,33,216,1,6),
(33,33,217,1,7),
(33,33,218,1,8),
(33,33,219,1,9),
(33,33,220,1,10),
(33,33,221,1,11),
(33,33,222,0,12),
(33,33,223,0,13),
(33,33,224,0,14),
(33,33,225,0,15),


--terceira jornada

(1,10,1, 1,1),
(1,10,2, 1,2),
(1,10,3, 1,3),
(1,10,4, 1,4),
(1,10,5, 0,5),
(1,10,6, 0,6),
(1,10,7, 0,7),
(1,10,8, 1,8),
(1,10,9, 1,9),
(1,10,10,1,10),
(1,10,11,1,11),
(1,10,12,0,12),
(1,10,13,1,13),
(1,10,14,1,14),
(1,10,15,1,15),

(10,1,61, 1,1),
(10,1,62, 1,2),
(10,1,63, 1,3),
(10,1,64, 1,4),
(10,1,65, 0,5),
(10,1,66, 0,6),
(10,1,67, 0,7),
(10,1,68, 0,8),
(10,1,69, 1,9),
(10,1,70, 1,10),
(10,1,71, 1,11),
(10,1,72, 1,12),
(10,1,73, 1,13),
(10,1,74, 1,14),
(10,1,75, 1,15),

(16,10,91, 1,1),
(16,10,92, 1,2),
(16,10,93, 1,3),
(16,10,94, 1,4),
(16,10,95, 1,5),
(16,10,96, 1,6),
(16,10,97, 1,7),
(16,10,98, 1,8),
(16,10,99, 1,9),
(16,10,100, 1,10),
(16,10,101, 1,11),
(16,10,102, 0,12),
(16,10,103, 0,13),
(16,10,104, 0,14),
(16,10,105, 0,15),


(33,1,211,1,1),
(33,1,212,1,2),
(33,1,213,1,3),
(33,1,214,1,4),
(33,1,215,1,5),
(33,1,216,1,6),
(33,1,217,1,7),
(33,1,218,1,8),
(33,1,219,1,9),
(33,1,220,1,10),
(33,1,221,1,11),
(33,1,222,0,12),
(33,1,223,0,13),
(33,1,224,0,14),
(33,1,225,0,15),


--TERCEIRA EPOCA

(1,48,1, 1,1),
(1,48,2, 1,2),
(1,48,3, 1,3),
(1,48,4, 1,4),
(1,48,5, 1,5),
(1,48,6, 1,6),
(1,48,7, 1,7),
(1,48,8, 1,8),
(1,48,9, 1,9),
(1,48,10,1,10),
(1,48,11,1,11),
(1,48,12,0,12),
(1,48,13,0,13),
(1,48,14,0,14),
(1,48,15,0,15),

(10,48,61, 1,1),
(10,48,62, 1,2),
(10,48,63, 1,3),
(10,48,64, 1,4),
(10,48,65, 1,5),
(10,48,66, 1,6),
(10,48,67, 1,7),
(10,48,68, 1,8),
(10,48,69, 1,9),
(10,48,70, 1,10),
(10,48,71, 1,11),
(10,48,72, 0,12),
(10,48,73, 0,13),
(10,48,74, 0,14),
(10,48,75, 0,15),

(16,56,91, 1,1),
(16,56,92, 1,2),
(16,56,93, 1,3),
(16,56,94, 1,4),
(16,56,95, 1,5),
(16,56,96, 1,6),
(16,56,97, 1,7),
(16,56,98, 1,8),
(16,56,99, 1,9),
(16,56,100, 1,10),
(16,56,101, 1,11),
(16,56,102, 0,12),
(16,56,103, 0,13),
(16,56,104, 0,14),
(16,56,105, 0,15),


(33,56,211,1,1),
(33,56,212,1,2),
(33,56,213,1,3),
(33,56,214,1,4),
(33,56,215,1,5),
(33,56,216,1,6),
(33,56,217,1,7),
(33,56,218,1,8),
(33,56,219,1,9),
(33,56,220,1,10),
(33,56,221,1,11),
(33,56,222,0,12),
(33,56,223,0,13),
(33,56,224,0,14),
(33,56,225,0,15),


--segunda jornada

(1,47,1, 1,1),
(1,47,2, 1,2),
(1,47,3, 1,3),
(1,47,4, 1,4),
(1,47,5, 0,5),
(1,47,6, 0,6),
(1,47,7, 0,7),
(1,47,8, 1,8),
(1,47,9, 1,9),
(1,47,10,1,10),
(1,47,11,1,11),
(1,47,12,0,12),
(1,47,13,1,13),
(1,47,14,1,14),
(1,47,15,1,15),

(10,59,61, 1,1),
(10,59,62, 1,2),
(10,59,63, 1,3),
(10,59,64, 1,4),
(10,59,65, 0,5),
(10,59,66, 0,6),
(10,59,67, 0,7),
(10,59,68, 0,8),
(10,59,69, 1,9),
(10,59,70, 1,10),
(10,59,71, 1,11),
(10,59,72, 1,12),
(10,59,73, 1,13),
(10,59,74, 1,14),
(10,59,75, 1,15),

(16,59,91, 1,1),
(16,59,92, 1,2),
(16,59,93, 1,3),
(16,59,94, 1,4),
(16,59,95, 1,5),
(16,59,96, 1,6),
(16,59,97, 1,7),
(16,59,98, 1,8),
(16,59,99, 1,9),
(16,59,100, 1,10),
(16,59,101, 1,11),
(16,59,102, 0,12),
(16,59,103, 0,13),
(16,59,104, 0,14),
(16,59,105, 0,15),


(33,47,211,1,1),
(33,47,212,1,2),
(33,47,213,1,3),
(33,47,214,1,4),
(33,47,215,1,5),
(33,47,216,1,6),
(33,47,217,1,7),
(33,47,218,1,8),
(33,47,219,1,9),
(33,47,220,1,10),
(33,47,221,1,11),
(33,47,222,0,12),
(33,47,223,0,13),
(33,47,224,0,14),
(33,47,225,0,15),


--terceira jornada

(1,5,1, 1,1),
(1,5,2, 1,2),
(1,5,3, 1,3),
(1,5,4, 1,4),
(1,5,5, 0,5),
(1,5,6, 0,6),
(1,5,7, 0,7),
(1,5,8, 1,8),
(1,5,9, 1,9),
(1,5,10,1,10),
(1,5,11,1,11),
(1,5,12,0,12),
(1,5,13,1,13),
(1,5,14,1,14),
(1,5,15,1,15),

(10,14,61, 1,1),
(10,14,62, 1,2),
(10,14,63, 1,3),
(10,14,64, 1,4),
(10,14,65, 0,5),
(10,14,66, 0,6),
(10,14,67, 0,7),
(10,14,68, 0,8),
(10,14,69, 1,9),
(10,14,70, 1,10),
(10,14,71, 1,11),
(10,14,72, 1,12),
(10,14,73, 1,13),
(10,14,74, 1,14),
(10,14,75, 1,15),

(16,5,91, 1,1),
(16,5,92, 1,2),
(16,5,93, 1,3),
(16,5,94, 1,4),
(16,5,95, 1,5),
(16,5,96, 1,6),
(16,5,97, 1,7),
(16,5,98, 1,8),
(16,5,99, 1,9),
(16,5,100, 1,10),
(16,5,101, 1,11),
(16,5,102, 0,12),
(16,5,103, 0,13),
(16,5,104, 0,14),
(16,5,105, 0,15),


(33,14,211,1,1),
(33,14,212,1,2),
(33,14,213,1,3),
(33,14,214,1,4),
(33,14,215,1,5),
(33,14,216,1,6),
(33,14,217,1,7),
(33,14,218,1,8),
(33,14,219,1,9),
(33,14,220,1,10),
(33,14,221,1,11),
(33,14,222,0,12),
(33,14,223,0,13),
(33,14,224,0,14),
(33,14,225,0,15),



--FUTSAL

--PRIMEIRA TEMPORADA
--primeira jornada

(3,58,16,1,1),
(3,58,17,1,2),
(3,58,18,1,3),
(3,58,19,1,4),
(3,58,20,1,5),
(3,58,21,0,6),
(3,58,22,0,7),
(3,58,23,0,8),
(3,58,24,0,9),
(3,58,25,0,10),
(3,58,26,0,11),
(3,58,27,0,12),
(3,58,28,0,13),
(3,58,29,0,14),
(3,58,30,0,15),

(12,58,76, 0,1),
(12,58,77, 0,2),
(12,58,78, 0,3),
(12,58,79, 0,4),
(12,58,80, 0,5),
(12,58,81, 0,6),
(12,58,82, 0,7),
(12,58,83, 0,8),
(12,58,84, 0,9),
(12,58,85, 0,10),
(12,58,86, 1,11),
(12,58,87, 1,12),
(12,58,88, 1,13),
(12,58,89, 1,14),
(12,58,90, 1,15),

(18,50,106, 1,1),
(18,50,107, 1,2),
(18,50,108, 1,3),
(18,50,109, 1,4),
(18,50,110, 1,5),
(18,50,111, 0,6),
(18,50,112, 0,7),
(18,50,113, 0,8),
(18,50,114, 0,9),
(18,50,115, 0,10),
(18,50,116, 0,11),
(18,50,117, 0,12),
(18,50,118, 0,13),
(18,50,119, 0,14),
(18,50,120, 0,15),


(28,50,181,0,1),
(28,50,182,0,2),
(28,50,183,0,3),
(28,50,184,0,4),
(28,50,185,0,5),
(28,50,186,0,6),
(28,50,187,0,7),
(28,50,188,1,8),
(28,50,189,1,9),
(28,50,190,1,10),
(28,50,191,1,11),
(28,50,192,1,12),
(28,50,193,0,13),
(28,50,194,0,14),
(28,50,195,0,15),


--segunda jornada

(3,66,16,1,1),
(3,66,17,1,2),
(3,66,18,1,3),
(3,66,19,1,4),
(3,66,20,1,5),
(3,66,21,0,6),
(3,66,22,0,7),
(3,66,23,0,8),
(3,66,24,0,9),
(3,66,25,0,10),
(3,66,26,0,11),
(3,66,27,0,12),
(3,66,28,0,13),
(3,66,29,0,14),
(3,66,30,0,15),

(12,74,76, 0,1),
(12,74,77, 0,2),
(12,74,78, 0,3),
(12,74,79, 0,4),
(12,74,80, 0,5),
(12,74,81, 0,6),
(12,74,82, 0,7),
(12,74,83, 0,8),
(12,74,84, 0,9),
(12,74,85, 0,10),
(12,74,86, 1,11),
(12,74,87, 1,12),
(12,74,88, 1,13),
(12,74,89, 1,14),
(12,74,90, 1,15),

(18,66,106, 1,1),
(18,66,107, 1,2),
(18,66,108, 1,3),
(18,66,109, 1,4),
(18,66,110, 1,5),
(18,66,111, 0,6),
(18,66,112, 0,7),
(18,66,113, 0,8),
(18,66,114, 0,9),
(18,66,115, 0,10),
(18,66,116, 0,11),
(18,66,117, 0,12),
(18,66,118, 0,13),
(18,66,119, 0,14),
(18,66,120, 0,15),


(28,74,181,0,1),
(28,74,182,0,2),
(28,74,183,0,3),
(28,74,184,0,4),
(28,74,185,0,5),
(28,74,186,0,6),
(28,74,187,0,7),
(28,74,188,1,8),
(28,74,189,1,9),
(28,74,190,1,10),
(28,74,191,1,11),
(28,74,192,1,12),
(28,74,193,0,13),
(28,74,194,0,14),
(28,74,195,0,15),

--terceira jornada

(3,24,16,1,1),
(3,24,17,1,2),
(3,24,18,1,3),
(3,24,19,1,4),
(3,24,20,1,5),
(3,24,21,0,6),
(3,24,22,0,7),
(3,24,23,0,8),
(3,24,24,0,9),
(3,24,25,0,10),
(3,24,26,0,11),
(3,24,27,0,12),
(3,24,28,0,13),
(3,24,29,0,14),
(3,24,30,0,15),

(12,75,76, 0,1),
(12,75,77, 0,2),
(12,75,78, 0,3),
(12,75,79, 0,4),
(12,75,80, 0,5),
(12,75,81, 0,6),
(12,75,82, 0,7),
(12,75,83, 0,8),
(12,75,84, 0,9),
(12,75,85, 0,10),
(12,75,86, 1,11),
(12,75,87, 1,12),
(12,75,88, 1,13),
(12,75,89, 1,14),
(12,75,90, 1,15),

(18,75,106, 1,1),
(18,75,107, 1,2),
(18,75,108, 1,3),
(18,75,109, 1,4),
(18,75,110, 1,5),
(18,75,111, 0,6),
(18,75,112, 0,7),
(18,75,113, 0,8),
(18,75,114, 0,9),
(18,75,115, 0,10),
(18,75,116, 0,11),
(18,75,117, 0,12),
(18,75,118, 0,13),
(18,75,119, 0,14),
(18,75,120, 0,15),


(28,24,181,0,1),
(28,24,182,0,2),
(28,24,183,0,3),
(28,24,184,0,4),
(28,24,185,0,5),
(28,24,186,0,6),
(28,24,187,0,7),
(28,24,188,1,8),
(28,24,189,1,9),
(28,24,190,1,10),
(28,24,191,1,11),
(28,24,192,1,12),
(28,24,193,0,13),
(28,24,194,0,14),
(28,24,195,0,15),

--SEGUNDA TEMPORADA
--primeira jornada

(3,31,16,1,1),
(3,31,17,1,2),
(3,31,18,1,3),
(3,31,19,1,4),
(3,31,20,1,5),
(3,31,21,0,6),
(3,31,22,0,7),
(3,31,23,0,8),
(3,31,24,0,9),
(3,31,25,0,10),
(3,31,26,0,11),
(3,31,27,0,12),
(3,31,28,0,13),
(3,31,29,0,14),
(3,31,30,0,15),

(12,31,76, 0,1),
(12,31,77, 0,2),
(12,31,78, 0,3),
(12,31,79, 0,4),
(12,31,80, 0,5),
(12,31,81, 0,6),
(12,31,82, 0,7),
(12,31,83, 0,8),
(12,31,84, 0,9),
(12,31,85, 0,10),
(12,31,86, 1,11),
(12,31,87, 1,12),
(12,31,88, 1,13),
(12,31,89, 1,14),
(12,31,90, 1,15),

(18,39,106, 1,1),
(18,39,107, 1,2),
(18,39,108, 1,3),
(18,39,109, 1,4),
(18,39,110, 1,5),
(18,39,111, 0,6),
(18,39,112, 0,7),
(18,39,113, 0,8),
(18,39,114, 0,9),
(18,39,115, 0,10),
(18,39,116, 0,11),
(18,39,117, 0,12),
(18,39,118, 0,13),
(18,39,119, 0,14),
(18,39,120, 0,15),


(28,39,181,0,1),
(28,39,182,0,2),
(28,39,183,0,3),
(28,39,184,0,4),
(28,39,185,0,5),
(28,39,186,0,6),
(28,39,187,0,7),
(28,39,188,1,8),
(28,39,189,1,9),
(28,39,190,1,10),
(28,39,191,1,11),
(28,39,192,1,12),
(28,39,193,0,13),
(28,39,194,0,14),
(28,39,195,0,15),


--segunda jornada

(3,11,16,1,1),
(3,11,17,1,2),
(3,11,18,1,3),
(3,11,19,1,4),
(3,11,20,1,5),
(3,11,21,0,6),
(3,11,22,0,7),
(3,11,23,0,8),
(3,11,24,0,9),
(3,11,25,0,10),
(3,11,26,0,11),
(3,11,27,0,12),
(3,11,28,0,13),
(3,11,29,0,14),
(3,11,30,0,15),

(12,37,76, 0,1),
(12,37,77, 0,2),
(12,37,78, 0,3),
(12,37,79, 0,4),
(12,37,80, 0,5),
(12,37,81, 0,6),
(12,37,82, 0,7),
(12,37,83, 0,8),
(12,37,84, 0,9),
(12,37,85, 0,10),
(12,37,86, 1,11),
(12,37,87, 1,12),
(12,37,88, 1,13),
(12,37,89, 1,14),
(12,37,90, 1,15),

(18,11,106, 1,1),
(18,11,107, 1,2),
(18,11,108, 1,3),
(18,11,109, 1,4),
(18,11,110, 1,5),
(18,11,111, 0,6),
(18,11,112, 0,7),
(18,11,113, 0,8),
(18,11,114, 0,9),
(18,11,115, 0,10),
(18,11,116, 0,11),
(18,11,117, 0,12),
(18,11,118, 0,13),
(18,11,119, 0,14),
(18,11,120, 0,15),


(28,37,181,0,1),
(28,37,182,0,2),
(28,37,183,0,3),
(28,37,184,0,4),
(28,37,185,0,5),
(28,37,186,0,6),
(28,37,187,0,7),
(28,37,188,1,8),
(28,37,189,1,9),
(28,37,190,1,10),
(28,37,191,1,11),
(28,37,192,1,12),
(28,37,193,0,13),
(28,37,194,0,14),
(28,37,195,0,15),

--terceira jornada

(3,45,16,1,1),
(3,45,17,1,2),
(3,45,18,1,3),
(3,45,19,1,4),
(3,45,20,1,5),
(3,45,21,0,6),
(3,45,22,0,7),
(3,45,23,0,8),
(3,45,24,0,9),
(3,45,25,0,10),
(3,45,26,0,11),
(3,45,27,0,12),
(3,45,28,0,13),
(3,45,29,0,14),
(3,45,30,0,15),

(12,53,76, 0,1),
(12,53,77, 0,2),
(12,53,78, 0,3),
(12,53,79, 0,4),
(12,53,80, 0,5),
(12,53,81, 0,6),
(12,53,82, 0,7),
(12,53,83, 0,8),
(12,53,84, 0,9),
(12,53,85, 0,10),
(12,53,86, 1,11),
(12,53,87, 1,12),
(12,53,88, 1,13),
(12,53,89, 1,14),
(12,53,90, 1,15),

(18,53,106, 1,1),
(18,53,107, 1,2),
(18,53,108, 1,3),
(18,53,109, 1,4),
(18,53,110, 1,5),
(18,53,111, 0,6),
(18,53,112, 0,7),
(18,53,113, 0,8),
(18,53,114, 0,9),
(18,53,115, 0,10),
(18,53,116, 0,11),
(18,53,117, 0,12),
(18,53,118, 0,13),
(18,53,119, 0,14),
(18,53,120, 0,15),


(28,45,181,0,1),
(28,45,182,0,2),
(28,45,183,0,3),
(28,45,184,0,4),
(28,45,185,0,5),
(28,45,186,0,6),
(28,45,187,0,7),
(28,45,188,1,8),
(28,45,189,1,9),
(28,45,190,1,10),
(28,45,191,1,11),
(28,45,192,1,12),
(28,45,193,0,13),
(28,45,194,0,14),
(28,45,195,0,15),


--TERCEIRA TEMPORADA

--primeira jornada

(3,61,16,1,1),
(3,61,17,1,2),
(3,61,18,1,3),
(3,61,19,1,4),
(3,61,20,1,5),
(3,61,21,0,6),
(3,61,22,0,7),
(3,61,23,0,8),
(3,61,24,0,9),
(3,61,25,0,10),
(3,61,26,0,11),
(3,61,27,0,12),
(3,61,28,0,13),
(3,61,29,0,14),
(3,61,30,0,15),

(12,61,76, 0,1),
(12,61,77, 0,2),
(12,61,78, 0,3),
(12,61,79, 0,4),
(12,61,80, 0,5),
(12,61,81, 0,6),
(12,61,82, 0,7),
(12,61,83, 0,8),
(12,61,84, 0,9),
(12,61,85, 0,10),
(12,61,86, 1,11),
(12,61,87, 1,12),
(12,61,88, 1,13),
(12,61,89, 1,14),
(12,61,90, 1,15),

(18,69,106, 1,1),
(18,69,107, 1,2),
(18,69,108, 1,3),
(18,69,109, 1,4),
(18,69,110, 1,5),
(18,69,111, 0,6),
(18,69,112, 0,7),
(18,69,113, 0,8),
(18,69,114, 0,9),
(18,69,115, 0,10),
(18,69,116, 0,11),
(18,69,117, 0,12),
(18,69,118, 0,13),
(18,69,119, 0,14),
(18,69,120, 0,15),


(28,69,181,0,1),
(28,69,182,0,2),
(28,69,183,0,3),
(28,69,184,0,4),
(28,69,185,0,5),
(28,69,186,0,6),
(28,69,187,0,7),
(28,69,188,1,8),
(28,69,189,1,9),
(28,69,190,1,10),
(28,69,191,1,11),
(28,69,192,1,12),
(28,69,193,0,13),
(28,69,194,0,14),
(28,69,195,0,15),


--segunda jornada

(3,38,16,1,1),
(3,38,17,1,2),
(3,38,18,1,3),
(3,38,19,1,4),
(3,38,20,1,5),
(3,38,21,0,6),
(3,38,22,0,7),
(3,38,23,0,8),
(3,38,24,0,9),
(3,38,25,0,10),
(3,38,26,0,11),
(3,38,27,0,12),
(3,38,28,0,13),
(3,38,29,0,14),
(3,38,30,0,15),

(12,40,76, 0,1),
(12,40,77, 0,2),
(12,40,78, 0,3),
(12,40,79, 0,4),
(12,40,80, 0,5),
(12,40,81, 0,6),
(12,40,82, 0,7),
(12,40,83, 0,8),
(12,40,84, 0,9),
(12,40,85, 0,10),
(12,40,86, 1,11),
(12,40,87, 1,12),
(12,40,88, 1,13),
(12,40,89, 1,14),
(12,40,90, 1,15),

(18,38,106, 1,1),
(18,38,107, 1,2),
(18,38,108, 1,3),
(18,38,109, 1,4),
(18,38,110, 1,5),
(18,38,111, 0,6),
(18,38,112, 0,7),
(18,38,113, 0,8),
(18,38,114, 0,9),
(18,38,115, 0,10),
(18,38,116, 0,11),
(18,38,117, 0,12),
(18,38,118, 0,13),
(18,38,119, 0,14),
(18,38,120, 0,15),


(28,40,181,0,1),
(28,40,182,0,2),
(28,40,183,0,3),
(28,40,184,0,4),
(28,40,185,0,5),
(28,40,186,0,6),
(28,40,187,0,7),
(28,40,188,1,8),
(28,40,189,1,9),
(28,40,190,1,10),
(28,40,191,1,11),
(28,40,192,1,12),
(28,40,193,0,13),
(28,40,194,0,14),
(28,40,195,0,15),

--terceira jornada

(3,41,16,1,1),
(3,41,17,1,2),
(3,41,18,1,3),
(3,41,19,1,4),
(3,41,20,1,5),
(3,41,21,0,6),
(3,41,22,0,7),
(3,41,23,0,8),
(3,41,24,0,9),
(3,41,25,0,10),
(3,41,26,0,11),
(3,41,27,0,12),
(3,41,28,0,13),
(3,41,29,0,14),
(3,41,30,0,15),

(12,2,76, 0,1),
(12,2,77, 0,2),
(12,2,78, 0,3),
(12,2,79, 0,4),
(12,2,80, 0,5),
(12,2,81, 0,6),
(12,2,82, 0,7),
(12,2,83, 0,8),
(12,2,84, 0,9),
(12,2,85, 0,10),
(12,2,86, 1,11),
(12,2,87, 1,12),
(12,2,88, 1,13),
(12,2,89, 1,14),
(12,2,90, 1,15),

(18,2,106, 1,1),
(18,2,107, 1,2),
(18,2,108, 1,3),
(18,2,109, 1,4),
(18,2,110, 1,5),
(18,2,111, 0,6),
(18,2,112, 0,7),
(18,2,113, 0,8),
(18,2,114, 0,9),
(18,2,115, 0,10),
(18,2,116, 0,11),
(18,2,117, 0,12),
(18,2,118, 0,13),
(18,2,119, 0,14),
(18,2,120, 0,15),


(28,41,181,0,1),
(28,41,182,0,2),
(28,41,183,0,3),
(28,41,184,0,4),
(28,41,185,0,5),
(28,41,186,0,6),
(28,41,187,0,7),
(28,41,188,1,8),
(28,41,189,1,9),
(28,41,190,1,10),
(28,41,191,1,11),
(28,41,192,1,12),
(28,41,193,0,13),
(28,41,194,0,14),
(28,41,195,0,15),
